Nama,cluster_node2vec_256
PT SHA SOLO,2
PT SHALUMINDO INVESTAMA,0
PT SHANDONG LICHUN POWER PLANT TECHNOLOGY,2
PT SHARIA MULTIFINANCE ASTRA,2
PT SHARINDO MATRATAMA,2
PT SHARP ELECTRONIC INDONESIA,1
PT SHELL INDONESIA,2
PT SHELL MANUFACTURING INDONESIA,2
PT SHIELD ON SERVICE TBK,1
PT SHIMA GLOBAL KAPITAL,2
PT SHINDO TIARA TUNGGAL,1
PT SHINHAN SEKURITAS INDONESIA,1
PT SHINTA UTAMA,2
PT SHIVA SAKTI STEEL,2
PT SHOGUN GLOBAL ADVERTISING,0
PT SHOPEE INTERNATIONAL INDONESIA,1
PT SIANTAR MEGAH JAYA,1
PT SIANTAR TOP TBK,1
PT SIAP BALI,1
PT SIBALEC,2
PT SIBALEC BANDENGAN,2
PT SIBALEC POWEL CABLE & ELECTRICAL SUPPLY,2
PT SICEPAT EKSPRES INDONESIA,1
PT SICEPAT MCASH INDONESIA,1
PT SIDO AGUNG AGRO PRIMA,1
PT SIDOAGUNG FARM,1
PT SIDOMULYO LOGISTIK,0
PT SIEGWERK INDONESIA,1
PT SIEMENS HEALTHINEERS INDONESIA,1
PT SIEMENS INDONESIA,1
PT SIERAD CORPORA,1
PT SIGMA CIPTA CARAKA,2
PT SIGMA CIPTA UTAMA,2
PT SIGMA ENERGY COMPRESSINDO TBK,2
PT SIGMA ENERGY UTAMA,2
PT SIGMA JAYA PRATAMA,2
PT SIGMA MEGA GENTA ENERGI,2
PT SIGMA MUTIARA,2
PT SIGMA NIAGA GAS,2
PT SIGMAELTRA PROPERTINDO,2
PT SIGMANTARA ALFINDO,1
PT SIGNA HUSADA,1
PT SILAU KENCANA,0
PT SILICA NUSANTARA MINERAL,1
PT SILICON VALLEY CONNECTION,0
PT SILIKON BALI INDONESIA,0
PT SILIWANGI BIMANTARA PERDANA,0
PT SILK CHAINS INDONESIA,0
PT SILKARGO INDONESIA,0
PT SILLO MARITIME PERDANA TBK,2
PT SILOAM EMERGENCY SERVICES,0
PT SILOAM GRAHA UTAMA,0
PT SILOAM INTERNATIONAL HOSPITALS TBK,0
PT SILOAM MEDIKA CEMERLANG,0
PT SILOAM PACIFIC SEJAHTERA,0
PT SILOAM RADIOLOGY INDONESIA,0
PT SILOAM SUMSEL KEMITRAAN,0
PT SILVER BIRD,1
PT SIMBA LOGISTIK,2
PT SIMPATINDO MULTI MEDIA,0
PT SIMPRUG MAHKOTA INDAH,0
PT SIMS JAYA KALTIM,2
PT SINAR ABADI CITRANUSA,0
PT SINAR ALAM DUTA PERDANA,1
PT SINAR ALAM DUTA PERDANA II,2
PT SINAR ALAM PERMAI,0
PT SINAR ARTA MULIA,0
PT SINAR BINTANG ALBAR,2
PT SINAR BINTANG MAKMUR,2
PT SINAR BINTANG MULIA,2
PT SINAR BORNEO METALINDO,2
PT SINAR BULAN PURNAMA,1
PT SINAR CEMERLANG GEMILANG,0
PT SINAR CEMERLANG JAYARAYA,1
PT SINAR DHARMA ARTHA,1
PT SINAR DIGITAL TERDEPAN,1
PT SINAR EKA SELARAS TBK,1
PT SINAR GEMILANG PERDANA MANDIRI,2
PT SINAR GEMILANG SUMBER SEJAHTERA,2
PT SINAR GRAHAMAS LESTARI,2
PT SINAR INDAHJAYA KENCANA,2
PT SINAR INDRA NUSA JAYA,2
PT SINAR INTI MAJU,2
PT SINAR JAYA INTI MULYA,0
PT SINAR KAPUAS KALBAR,2
PT SINAR KARYA DUTA ABADI,0
PT SINAR KIRANA MULIA,1
PT SINAR MAKMUR PRINTING,1
PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY TBK,2
PT SINAR MAS CAKRAWALA,0
PT SINAR MAS MULTIARTHA TBK,0
PT SINAR MAS TUNGGAL,2
PT SINAR MEDIKA FARMA,1
PT SINAR MEDIKA SEJAHTERA,1
PT SINAR MEDIKA SUTERA,1
PT SINAR MENARA DELI,0
PT SINAR MITRAMULIA,1
PT SINAR NIRWANA SARI,2
PT SINAR PERDANA KURNIA ALAM,2
PT SINAR POWERINDO UTAMA,2
PT SINAR PUSPA PERSADA,0
PT SINAR RATU SENTOSA,2
PT SINAR SAKTI AGUNG,2
PT SINAR SAKTI KIMIA,1
PT SINAR SEJAHTERA MANDIRI,0
PT SINAR TENGGARONG INTI MULYA,0
PT SINAR TERANG ASIA RAYA,0
PT SINAR USAHA NUSANTARA,1
PT SINAR WIJAYA UTAMA,1
PT SINARAYA NUGRAHA AHMADARIS MEDIKA,1
PT SINARBARU WIJAYAPERKASA,2
PT SINARINDO MEGAH PERKASA,2
PT SINARMAS BIO ENERGY,2
PT SINARMAS LDA MARITIME,2
PT SINARMAS REWIRED XCELLENCE,2
PT SINARMAS SUKSES SEJAHTERA,2
PT SINARMAS TELADAN,2
PT SINARMONAS INDUSTRIES,2
PT SINARNIAGA SEJAHTERA,1
PT SINBAD KARYA PERDAGANGAN,1
PT SINCOZA JAYA INDONESIA,0
PT SINDONEWS PORTAL INDONESIA,0
PT SINEMA GRAHA CITRA,0
PT SINEMART INDONESIA,1
PT SINERGI BANGUN UTAMA,2
PT SINERGI CEPAT INDONESIA,1
PT SINERGI DIGITAL TEKNOLOGI,1
PT SINERGI GLOBAL SERVIS,1
PT SINERGI INFORMATIKA SEMEN INDONESIA,2
PT SINERGI INTERNASIONAL PERKASA,2
PT SINERGI INTI PLASTINDO TBK,0
PT SINERGI KENCANA MULIA,2
PT SINERGI LAKSANA BARA MAS,2
PT SINERGI MITRA INVESTAMA,2
PT SINERGI MITRA LESTARI,2
PT SINERGI MULTI DISTRINDO,0
PT SINERGI PRIMAJAYA INDONESIA,0
PT SINERGI SERASI PRIMA,0
PT SINERGI TEKNOLOGI MANDIRI,1
PT SINERGI TRANSFORMASI DIGITAL,1
PT SINERGI WAHANA GEMILANG,1
PT SINERGY INDOPACK MAKMUR,1
PT SINGA LAUTAN INDONESIA,0
PT SINGA PURWAKARTA JAYA,0
PT SINGALAND ASETAMA,0
PT SINGARAJA PUTRA TBK,2
PT SINKONA INDAH LESTARI,1
PT SINKONA INDONESIA LESTARI,1
PT SINO PROPERTINDO INTERNASIONAL,0
PT SINO ZONE INDUSTRY INDONESIA,0
PT SINOKOR INTERNATIONAL,2
PT SINTA PRIMA FEEDMILL,1
PT SINTESA SINERGI NUSANTARA,2
PT SIOLA SANDIMAS,0
PT SIONCHEM GLOBAL INDO,0
PT SIRIUS SURYA SENTOSA,0
PT SIRIUS TERANG CEMERLANG,0
PT SIRKULAR KARYA INDONESIA,2
PT SISINDOKOM LINTASBUANA,1
PT SISNET MITRA SEJAHTERA,1
PT SISPRO INFORMASI TEKNOLOGI,0
PT SISTECH KHARISMA,1
PT SISTEM INFORMASI APLIKASI PEMBAYARAN,0
PT SISTEMATIS BANGUN INDONESIA,2
PT SITARO MITRA ABADI,0
PT SITAU NAMONANG,2
PT SITC INDONESIA,0
PT SITEBA ENERGY,2
PT SITIAGUNG MAKMUR,2
PT SKS LISTRIK KALIMANTAN,2
PT SKYLINE BUILDING,0
PT SLJ GLOBAL TBK,1
PT SLP INTERNUSA KARAWANG,2
PT SM ENGINEERING,0
PT SMART TELECOM,1
PT SMARTRAVELINDO PERKASA,0
PT SMB GOBEL INDONESIA,2
PT SMCC UTAMA INDONESIA,2
PT SMOOETS TEKNOLOGI OUTSOURCING,0
PT SMPLUS DIGITAL INVESTAMA,2
PT SMPLUS SENTRA DATA,2
PT SMPLUS SENTRA DATA PERSADA,2
PT SMPLUS SOLUSI SEJAHTERA,2
PT SNI INTERNASIONAL,0
PT SO GOOD FOOD,1
PT SO GOOF FOOD MANUFACTURING,1
PT SOCI MAS,2
PT SODEXO MOTIVATION SOLUTIONS INDONESIA,1
PT SOECHI LINES TBK,2
PT SOEDALI SEJAHTERA,1
PT SOFTEX INDONESIA,1
PT SOFTORB TECHNOLOGY INDONESIA,1
PT SOHO GLOBAL HEALTH TBK,1
PT SOHO GLOBAL MEDIKA,1
PT SOHO INDUSTRI PHARMASI,0
PT SOLARIS INDONESIA,0
PT SOLARIS PRATAMA INDONESIA,0
PT SOLIC KREASI BARU,0
PT SOLOBHAKTI TRADING & CONTRACTOR,1
PT SOLSTICE ENERGY SERVICES,0
PT SOLTIUS INDONESIA,1
PT SOLUSI ANAK MILENIAL,0
PT SOLUSI ARTA ANAK BANGSA,1
PT SOLUSI ASRI LESTARI,2
PT SOLUSI BANGUN ANDALAS,2
PT SOLUSI BANGUN BETON,2
PT SOLUSI BANGUN INDONESIA TBK,2
PT SOLUSI BERSIH TBS,2
PT SOLUSI BINTANG CEMERLANG,0
PT SOLUSI HARI BAHAGIA,1
PT SOLUSI IDENTITAS GLOBAL NET,0
PT SOLUSI INDOMOBIL PERKASA,2
PT SOLUSI INVESTAMA NUSANTARA,0
PT SOLUSI JAYA PERKASA,2
PT SOLUSI KAMPUS INDONESIA,1
PT SOLUSI KARYA SUKSES,2
PT SOLUSI MENARA INDONESIA,1
PT SOLUSI MOBILITAS INDONESIA,2
PT SOLUSI NIAGA EKOSISTEM,2
PT SOLUSI PERIFERAL,1
PT SOLUSI RUMAH PRAKTIS,1
PT SOLUSI SINERGI DIGITAL TBK,1
PT SOMA DAYA UTAMA,2
PT SOMA JAYA INVESTAMA,1
PT SOMPO INSURANCE INDONESIA,2
PT SONY INDONESIA,1
PT SORAYA INTERCINE FILMS,0
PT SORONG SENTOSA ORION,0
PT SOS INDONESIA,1
PT SOTERIA WICAKSANA INVESTAMA,1
PT SOUTHERN CROSS TEXTILE INDUSTRY,0
PT SPALLINDO ADILONG,0
PT SPECTRUM FILM,0
PT SPECTRUM UNITEC,0
PT SPEEDWORK SOLUSI UTAMA,1
PT SPINDO ENGINEERING INDUSTRY,2
PT SPINMILL INDAH INDUSTRY,1
PT SPORTS DIRECT INDONESIA,0
PT SRC INDONESIA SEMBILAN,1
PT SREEYA SEWU INDONESIA TBK,1
PT SRI ANDAL LESTARI,0
PT SRI REJEKI ISMAN TBK,1
PT SRI SUMATERA SEJAHTERA,0
PT SRIBOGA RATURAYA,1
PT SRIHANA UTAMA,0
PT SRIKANDI DIAMOND MOTORS,1
PT SRIKANDI UTAMA MAKMUR,1
PT SRIWAHANA ADITYAKARTA,0
PT SRIWIJAYA MUBA LOGISTIK,1
PT SRIWIJAYA NUSANTARA SEJAHTERA,0
PT SRIWIJAYA TEKNIK UTAMA,2
PT STAMFORD TYRES DISTRIBUTOR INDONESIA,2
PT STANDARD TOYO POLYMER,2
PT STANDARDPEN INDUSTRIES,0
PT STAR CIPTA MUSIKINDO,0
PT STAR MEDIA NUSANTARA,0
PT STAR REACHERS INDONESIA,0
PT STAR SEMESTA SEJAHTERA,0
PT STARINDO JAYA PACKAGING,1
PT STARLINK SOLUSI,0
PT STARLINK SOLUSI INTERNASIONAL,0
PT STARMEDIA INTISARANA SEJATI,1
PT STARONE MITRA TELEKOMUNIKASI,1
PT STARTEL COMMUNICATION,1
PT STEADFAST MARINE,2
PT STEEL PIPE INDUSTRY OF INDONESIA TBK,2
PT STELLARWAY INDONESIA,0
PT STRAITS MINING SERVICES,2
PT STRATEGIC HEALTHCARE INDONESIA,2
PT STRATEGIC PARTNER SOLUTION,0
PT STRUKTUR PINTAR INDONESIA,2
PT STRUKTURINDO TIFATAMA PASIFIK,1
PT STUBE SEGARKAN INDONESIA,1
PT STUDIO KREASI BERSAMA,0
PT SUARA IRAMA INDAH,0
PT SUARA MAS ABADI,0
PT SUARA VISUAL INDONESIA,1
PT SUASA BENUA SUKSES,2
PT SUBAFOOD PANGAN JAYA,1
PT SUBANG CAKRAWALA PROPERTI,2
PT SUBANG ENERGI ABADI,1
PT SUBANG HORISON PROPERTI,2
PT SUBANG SARANA INVESTASI,2
PT SUBANG SEJAHTERA INDONESIA,2
PT SUBUR ABADI PLANTATIONS,2
PT SUBUR AGRO MAKMUR,2
PT SUBUR ARUMMAKMUR,0
PT SUBUR BUANA RAYA,2
PT SUBURSEJAHTERA AGUNGABADI,0
PT SUCOFINDO,2
PT SUCORINVEST ASSET MANAGEMENT,2
PT SUGIH AMERTA BERLABUH,0
PT SUJINDO MAKMUR CEMERLANG,2
PT SUKAJADI SAWIT MEKAR,0
PT SUKANDA DJAYA,1
PT SUKANDA DJAYA JAKARTA,0
PT SUKAPUTRA GRAHA CEMERLANG,0
PT SUKSES ARTHA JAYA,1
PT SUKSES BANGUN SINERGI,0
PT SUKSES DEWE,1
PT SUKSES DIVA MANDIRI,0
PT SUKSES DIVA MANDIRI RITEL,0
PT SUKSES GARDA MULIA,0
PT SUKSES HIJAU MANDIRI,0
PT SUKSES INDONESIA,2
PT SUKSES INTERNATIONAL ANUGERAH PRATAMA,1
PT SUKSES KARYA AGUNG,1
PT SUKSES MAKMUR JAYAPRATAMA,0
PT SUKSES MAKMUR SAMUDRA BERJAYA,2
PT SUKSES MARITIME LINE,2
PT SUKSES MEKAR SENTOSA,1
PT SUKSES OKINDO KURNIA ABADI,1
PT SUKSES OSEAN KHATULISTIWA LINE,2
PT SUKSES PERDANA PRIMA,1
PT SUKSES RIAU PERMATA,1
PT SUKSES SEJATI SEJAHTERA,1
PT SUKSES SENTOSA,0
PT SUKSES TANI NUSASUBUR,2
PT SUKSES TEKNIK INOVASI,1
PT SUKSES TUNGGAL MANDIRI,1
PT SUKU CADANG OTO SEJAHTERA,1
PT SULAWESI ANUGERAH JAYA,2
PT SULAWESI BUKIT ANUGERAH,2
PT SULAWESI HIDRO MANDIRI,0
PT SULAWESI MINING INVESTMENT,1
PT SULOTCO JAYA ABADI,0
PT SUMA ARTHA PERKASA,1
PT SUMA HEKSA SINERGI,2
PT SUMAGUD SAPTA SINAR,2
PT SUMALINDO ALAM LESTARI,1
PT SUMALINDO HUTANI JAYA,2
PT SUMANS MANDIRI SEJAHTERA,0
PT SUMATERA ANUGERAH TEKNINDO PERKASA,2
PT SUMATERA CANDI KENCANA,0
PT SUMATERA KARYA AGRO,0
PT SUMATERA KEMASINDO,0
PT SUMATERA TEKNINDO,1
PT SUMATRA AGRI SEJAHTERA,1
PT SUMATRA ENERGI LESTARI,0
PT SUMATRASARANA SEKAR SAKTI,2
PT SUMBAWA RAYA CIPTA,2
PT SUMBER AGRI ANDALAN,0
PT SUMBER ALAM ENERGI HIDRO,2
PT SUMBER ALFARIA TRIJAYA TBK,1
PT SUMBER ANEKA GAS,1
PT SUMBER API,2
PT SUMBER ARUSMULIA,0
PT SUMBER BAHAGIA SENTOSA,0
PT SUMBER BANGUN PERTIWI,2
PT SUMBER BARITO COAL,1
PT SUMBER BERLIAN MOTORS,2
PT SUMBER BIOMASSA INDONESIA,0
PT SUMBER CEMERLANG KENCANA PERMAI,1
PT SUMBER CIPTA UTAMA,0
PT SUMBER DAYA ALAM MULIA,2
PT SUMBER DAYA ENERGI,2
PT SUMBER DAYA NUSAPHALA,0
PT SUMBER DAYA SAKTI,1
PT SUMBER EKA MANDIRI,0
PT SUMBER GLOBAL ENERGY TBK,0
PT SUMBER GRAHA SEJAHTERA,0
PT SUMBER HIDRO SENTOSA,0
PT SUMBER INDAH LESTARI,1
PT SUMBER INDAH PERKASA,2
PT SUMBER JAYATAMA NUSANTARA,2
PT SUMBER KARYA SUKSES,1
PT SUMBER KASIH,1
PT SUMBER KEMAS INDONESIA,1
PT SUMBER KHARISMA PERSADA,2
PT SUMBER KITA INDAH,1
PT SUMBER KOPI PRIMA,0
PT SUMBER KURNIA ALAM,0
PT SUMBER LAWANG PUTRA,1
PT SUMBER MAHARDIKA GRAHA,2
PT SUMBER MAJU PERKASA,1
PT SUMBER MAKMUR LUMINTU,0
PT SUMBER MEGAH NUSANTARA,0
PT SUMBER MINA SAMUDERA,0
PT SUMBER MINERAL GLOBAL ABADI TBK,0
PT SUMBER MITRA JAYA,2
PT SUMBER NUGRAHA BERJAYA,2
PT SUMBER POWER NUSANTARA,2
PT SUMBER SAWIT MAKMUR,0
PT SUMBER SEGARA PRIMADAYA,2
PT SUMBER SELERA INDONESIA,0
PT SUMBER SETAMURNI,2
PT SUMBER SURYADAYA PRIMA,2
PT SUMBER TANI AGUNG,0
PT SUMBER TANI AGUNG OILS AND FATS,0
PT SUMBER TANI AGUNG RESOURCES TBK,0
PT SUMBER TATA LESTARI,0
PT SUMBER TIRTA ENERGI,2
PT SUMBER TIRTA SENTOSA,0
PT SUMBER TRIJAYA LESTARI,1
PT SUMBER URIP SEJATI,2
PT SUMBER USAHA KARYAJAYA,0
PT SUMBER UTAMA NIAGA,1
PT SUMBERDAYA ARINDO,2
PT SUMBERDAYA SEWATAMA,2
PT SUMBERDAYA SINARBARU,2
PT SUMBERMAS INTI ENERGI,0
PT SUMBERSENTOSA GUNA LESTARI,0
PT SUMBERTAMA NUSAPERTIWI,0
PT SUMI RUBBER INDONESIA,2
PT SUMIDEN SERASI WIRE PRODUCTS,2
PT SUMMARECON AGUNG TBK,0
PT SUMMARECON INVESTMENT PROPERTY,0
PT SUMMARECON PROPERTY DEVELOPMENT,0
PT SUMMERVILLE PROPERTY MANAJEMEN,0
PT SUMMIT OTO FINANCE,0
PT SUN ANTARNUSA INVESTMENT,0
PT SUN LAND INVESTAMA,0
PT SUN LIFE FINANCIAL,1
PT SUN TV NETWORK,1
PT SUNAN RUBBER,0
PT SUNGAI BERLIAN JAYA,2
PT SUNGAI BERLIAN MAHAKAM,0
PT SUNGAI BUDI,0
PT SUNGAI DANAU JAYA,2
PT SUNGAI MENANG,0
PT SUNGAI RANGIT,1
PT SUNJIN BLUE THREAD,0
PT SUNSONINDO TEXTILE INVESTAMA,1
PT SUNTER LAKESIDE HOTEL TBK,0
PT SUNTORY GARUDA BEVERAGE,1
PT SUPER CAPITAL INDONESIA,1
PT SUPER ENERGY TBK,2
PT SUPERCHEM PRIMA LESTARI,0
PT SUPERKRANE MITRA UTAMA TBK,2
PT SUPERNOVA,1
PT SUPERNOVA FLEXIBLE PACKAGING,1
PT SUPERTRADA INDONESIA,1
PT SUPERWISH PERKASA,2
PT SUPRA FERBINDO FARMA,1
PT SUPRA INVESTAMA MANDIRI,1
PT SUPRA MATRA ABADI,0
PT SUPRA PRIMATAMA NUSANTARA,1
PT SUPRA USADHATAMA,1
PT SUPRABARI MAPANINDO MINERAL,2
PT SUPRACO DEEP WATER,2
PT SUPRACO INDONESIA,2
PT SUPRACO LINES,2
PT SUPRAKREASI ERADINAMIKA,0
PT SUPREME CABLE MANUFACTURING & COMMERCE TBK,2
PT SUPREME CABLE MANUFACTURING CORP,2
PT SUPREME DECOLUXE,2
PT SUPREME POWER,2
PT SURABAYA CITRA TONGGAK,0
PT SURABAYA KENCANA ANUGRAH,1
PT SURABAYA KERAMIK,2
PT SURGIKA ALKESINDO,1
PT SURI NUSANTARA JAYA,1
PT SURI TANI PEMUKA,1
PT SUROPATI JAYA ABADI,2
PT SURPRISE INDONESIA,1
PT SURYA ABADI SEMESTA,0
PT SURYA AIR,0
PT SURYA ANUGRAH GEMPITA,1
PT SURYA BAJO PROPERTI,2
PT SURYA BARU,0
PT SURYA BIRU MURNI ACETYLENE TBK,2
PT SURYA BIRU TITILEA INVESTAMA,2
PT SURYA BORNEO INDUSTRI,0
PT SURYA BUANA LESTARIJAYA,2
PT SURYA BUANA MAKMUR,0
PT SURYA BUMIMEGAH SEJAHTERA,2
PT SURYA CAHAYA PROPERTI,2
PT SURYA CANTIK BERSINAR,0
PT SURYA CENTRA INDUSTRI,2
PT SURYA CIPTA INTI CEMERLANG,1
PT SURYA CIPTA INVESTAMA,1
PT SURYA CITRA MULTIMEDIA,1
PT SURYA CITRA PESONA,0
PT SURYA CITRA PROPERTINDO,2
PT SURYA CITRA TELEVISI,1
PT SURYA DHOHO INVESTAMA,2
PT SURYA DUTA MAS,0
PT SURYA ENERGI ABADI,0
PT SURYA ENERGI PARAHITA,2
PT SURYA FAJAR CAPITAL TBK,0
PT SURYA FAJAR CORPORA,0
PT SURYA FAJAR INDONESIA,2
PT SURYA FAJAR INVESTAMA,0
PT SURYA FAJAR SEKURITAS,0
PT SURYA FAJAR URUN DANA,0
PT SURYA GANESA AMANI,0
PT SURYA GASCHEM PERKASA,2
PT SURYA GLOBAL NUSANTARA,2
PT SURYA GRAHA PERTIWI,0
PT SURYA HUSADA INVESTMENT,0
PT SURYA INDONESIA SATU PROPERTY,2
PT SURYA INTAN SENTANA JAYA,0
PT SURYA INTERNUSA HOTELS,2
PT SURYA INTERNUSA LESTARI,2
PT SURYA INTERNUSA PROPERTI,2
PT SURYA INTERNUSA TICON,2
PT SURYA INTI SARANA,0
PT SURYA INTI SAWIT KAHURIPAN,0
PT SURYA INTI TEMBAKAU,0
PT SURYA KALIMANTAN SEJATI,2
PT SURYA KALIMANTAN SEJATI DUA,2
PT SURYA KARMAN KENCANA,1
PT SURYA KENCANA MANUNGGAL,2
PT SURYA KERTA AGUNG,0
PT SURYA LNG PERKASA,2
PT SURYA MADISTRINDO,0
PT SURYA MAHKOTA MULIA ABADI,0
PT SURYA MEDIA BERKAH,0
PT SURYA MEDIA CITAPRIMA,0
PT SURYA MEGA ADIPERKASA,2
PT SURYA MEGA INVESTINDO,0
PT SURYA MEGAH MUSTIKA,1
PT SURYA MITRA KONSTRUKSI,2
PT SURYA MULTI INDOPACK,1
PT SURYA NUANSA CERIA,2
PT SURYA NUSANTARA TEKNIK,0
PT SURYA PAMENANG,0
PT SURYA PELANGI MANDIRI,0
PT SURYA PERKASA SENTOSA,2
PT SURYA PERMATA ANDALAN TBK,0
PT SURYA PERTIWI NUSANTARA,0
PT SURYA PERTIWI TBK,1
PT SURYA RAYA CAPITAL,2
PT SURYA RENGO CONTAINERS,1
PT SURYA SAPTA AGUNG TOL,0
PT SURYA SEMESTA INTERNUSA TBK,2
PT SURYA SEMESTA REALTI,2
PT SURYA SITI INDOTAMA,2
PT SURYA SITI PRATAMA,2
PT SURYA SPORT INDONESIA,0
PT SURYA STEEL,1
PT SURYA SUBANG SMARTPOLITAN,2
PT SURYA SUBUR LESTARI,0
PT SURYA TEKNOLOGI PERKASA,1
PT SURYA TRIPOTIMA MULTIKREASI,0
PT SURYA ZIG ZAG,0
PT SURYABUMI AGROLANGGENG,0
PT SURYABUMI TUNGGAL PERKASA,0
PT SURYACIPTA SWADAYA,2
PT SURYACIPTA SWADAYA INFRASTRUKTUR,2
PT SURYADUTA INVESTAMA,0
PT SURYAINDAH NUSANTARAPAGI,2
PT SURYAKEMASINDO SEJATI,1
PT SURYALAYA ANINDITA INTERNATIONAL,2
PT SURYAMAS TRANSPORT NUSANTARA,1
PT SURYAMITRA KUSUMA,0
PT SURYAPANA,1
PT SURYAPARAMITRA ABADI,0
PT SURYAPRABHA JATISATYA,1
PT SURYARAYA LESTARI,2
PT SURYASAKTI BUDIMARKARTI,0
PT SURYAWINDU PERTIWI,0
PT SUSILIA INDAH SF,1
PT SUWARNA ARTA MANDIRI,2
PT SUZUKI INDOMOBIL MOTOR,2
PT SUZUKI INDOMOBIL SALES,2
PT SWABINA GATRA,1
PT SWADAYA BHAKTI NEGARAMAS,1
PT SWADAYA HARAPAN NUSANTARA,2
PT SWADAYA INDOPALMA,2
PT SWADHARMA BHAKTI SEDAYA FINANCE,2
PT SWAKARSA SINARSENTOSA,2
PT SWAKARYA ADHI USAHA,2
PT SWALAYAN PANEN ABADI,0
PT SWALAYAN SUKSES ABADI,0
PT SWAPRO INTERNATIONAL,1
PT SWARA BINTANG ABADI,0
PT SWARNADWIPA DERMAGA JAYA,1
PT SWARNIM MURNI MULIA,2
PT SWASEMBADA ORGANIS,1
PT SWEET GREENS INDONESIA,1
PT SWISSTEX NARATAMA INDONESIA,1
PT SYARATAN ABADI LESTARI,0
PT SYIFA MULTIMEDIA,1
PT SYMBIO LINTAS ENERGI,2
PT SYNERGY OIL NUSANTARA,0
PT SYNGENTA INDONESIA,2
PT SYNNEX METRODATA INDONESIA,1
PT SYNNEX METRODATA TECHNOLOGY AND SERVICES,1
PT SYNTHETIC RUBBER INDONESIA,0
PT SYSTEM INDONESIA,0
PT TAISEI PULAUINTAN CONSTRUCTION INTERNATIONAL,2
PT TAISHO PHARMACEUTICAL INDONESIA,1
PT TAITAT PUTRA REJEKI,0
PT TAIYO SINAR RAYA TEKNIK,1
PT TAJUR SURYA ABADI,1
PT TAK PRODUCT AND SERVICES,0
PT TAKENAKA INDONESIA,2
PT TAKIRON INDONESIA,2
PT TAKJUB FINANSIAL TEKNOLOGI,0
PT TALENTA BUMI,2
PT TALENTA BUMI ENERGI,2
PT TAMAN AGUNG SELARAS,0
PT TAMAN DAYU,1
PT TAMAN HARAPAN INDAH,0
PT TAMAN IMPIAN,0
PT TAMAN IMPIAN JAYA ANCOL,0
PT TAMAN MERAH BALI,0
PT TAMAN MERAH INVESTASI,0
PT TAMAN SRIWEDARI,0
PT TAMAN WISATA JOGJA,2
PT TAMBAN DHARMA PUTRA,0
PT TAMBANG DAMAI,2
PT TAMBANG RAYA USAHA TAMA,2
PT TAMBANG SUPRA PERKASA,2
PT TAMBANG TONDANO NUSAJAYA,2
PT TAMORA AGRO LESTARI,0
PT TAMTAMA PERKASA,2
PT TANAH BUMBU RESOURCES,2
PT TANAMORI MAKMUR INDONESIA,0
PT TANCORP BANGUN INDONESIA,1
PT TANCORP GLOBAL ABADI,1
PT TANCORP GLOBAL SENTOSA,1
PT TANCORP INVESTAMA MULIA,1
PT TANCORP SURYA SENTOSA,1
PT TANCORP SURYA SUKSES,1
PT TANDAN SAWITA PAPUA,0
PT TANDITAMA MANDIRI,1
PT TANGARA MITRAKOM,0
PT TANGERANG FAJAR INDUSTRIAL ESTATE,0
PT TANGERANG LESTARI VISINDO,0
PT TANGERANG MATRA REAL ESTATE,2
PT TANGGUH KARYA UNGGUL,2
PT TANGGUH SAMUDERA JAYA,2
PT TANI ANDALAS SEJAHTERA,1
PT TANI MUSI PERSADA,1
PT TANI SUPPLY INDONESIA,2
PT TANINDO INTERTRACO,1
PT TANINDO OMEGA PASIFIK,0
PT TANITO HARUM NICKEL,2
PT TANJUNG ALAM JAYA,2
PT TANJUNG BELIT BARA UTAMA,2
PT TANJUNG BINA LESTARI,2
PT TANJUNG ENIM LESTARI,0
PT TANJUNG HARAPAN SELATAN,2
PT TANJUNG KAROSO PERMAI,2
PT TANJUNG KREASI PARQUET INDUSTRY,0
PT TANJUNG LESUNG LEISURE INDUSTRY,1
PT TANJUNG LESUNG POWER,1
PT TANJUNG LESUNG RESORT,0
PT TANJUNG PINANG INDAH,1
PT TANJUNG PINANG SAKTI,1
PT TANJUNG SARANA LESTARI,2
PT TANJUNG SARI POWER,1
PT TANRISE JAYA INDONESIA,0
PT TANRISE MAHKOTA INDAH,0
PT TANRISE MAKMUR SENTOSA,0
PT TANRISE PROPERY INDONESIA,0
PT TANTAHAN PANDUHUP ASI,0
PT TANTRA TEXTILE INDUSTRY,0
PT TANUR JAYA,2
PT TAPANULI INVESTASI AGRO,1
PT TAPIAN NADENGGAN,0
PT TARA PARAMA SEMESTA,1
PT TARABATUH MANUNGGAL,2
PT TARAKA JAYA SAMUDERA,1
PT TARANGGA HANASTA,0
PT TARIK SEMANGAT BERSAMA,1
PT TARUNA PERKASA MEGAH,0
PT TASTI ANUGERAH MANDIRI,2
PT TATA BUANA KARYA,2
PT TATA MANDIRI DAERAH LIPPO KARAWACI,1
PT TATA MINERAL NUSANTARA,2
PT TATA PRIMA INDAH,0
PT TATA SARANA NUSAPERSADA,0
PT TATAKA BUMI KARYA,0
PT TATAKA KARYA INDAH,0
PT TATAMETRIKA NUSANTARA,2
PT TATAMULIA NUSANTARA INDAH,1
PT TATARASA PRIMATAMA,1
PT TATE AND LYLE INDONESIA,1
PT TAWADA HEALTHCARE,1
PT TAYS BOGAINTI SELARAS,0
